train_loss	val_loss	acc	acc_loss
0.5198907947456701	0.5797812182169694	0.8350569675932006	0.8216039278893541
0.12006234079076991	0.4417518950669543	0.9637160385626643	0.867430441898527
0.05390910354624914	0.4238724462968433	0.9852760736196319	0.8788870703764321
0.02274986705489744	0.3990372371068758	0.9935144609991235	0.8985270050075362
0.014188542073685594	0.3843147270808243	0.9977212971078002	0.8968903436013017
0.0037021478753958116	0.3867906424264178	0.9989482909728309	0.8968903436988543
0.008194665366246657	0.48732743467739287	0.9989482909728309	0.8764320785597381
0.018772127536124665	0.4188115587015979	0.9985977212971078	0.898527004812431
0.005186580419605704	0.4132088436432634	0.9992988606485539	0.8952536823901724
0.012875729209949947	0.44688166251159145	0.9977212971078002	0.8821603927986906
0.015532547797384125	0.4766534048874913	0.9968448729184926	0.8829787233067027
0.05052806011529266	1.1667411963405079	0.9880806310358641	0.736497545105736
0.3336714112581024	0.6814120323099988	0.8983347940507633	0.7872340425531915
0.12206629421186489	0.5795368161997506	0.9582822085994048	0.8363338788870703
0.06126121435115256	0.40296159039591417	0.9815950920349876	0.8805237315875614
0.02224191145924076	0.37177598650937627	0.9950920245398773	0.8985270049099836
0.0074190695189742745	0.389864514604723	0.9987730061349693	0.8985270049099836
0.005413764016580336	0.37732125504960573	0.9991235758106923	0.9034369885433715
0.0013217611012977892	0.38381399597161725	0.9998247151621384	0.8993453355155483
0.0005297099888315759	0.39363626830901727	1.0	0.9001636660235603
0.0003912346466957844	0.3912221609985185	1.0	0.9042553191489362
0.00040083676854133816	0.46432655642446247	1.0	0.8968903436013017
0.0030539009573165	0.4132171883971816	0.9994741454864154	0.8960720130932897
0.0035508781570311077	0.4699194866389573	0.9994741454864154	0.8911620295086781
0.0010380722365222095	0.43723667380072284	0.9998247151621384	0.9001636660235603
0.00027168817477081194	0.42805990396271754	1.0	0.8993453354179957
0.00021269375733430453	0.4360244349254914	1.0	0.9001636660235603
0.00017306257837585042	0.43655373902271966	1.0	0.9018003273322422
0.00016571649376855547	0.4383330427098001	1.0	0.9042553190513836
0.00012088166715089137	0.44431805220446297	1.0	0.9034369886409241
0.00010639011201193257	0.44417206418970884	1.0	0.9042553191489362
0.00010437405807775013	0.4387496511547928	1.0	0.9009819967266776
8.556656663915784e-05	0.45346868643003674	1.0	0.9042553192464888
0.009483517847439367	0.7151039477846236	0.9978965819456617	0.8625204581675865
0.186951282008418	1.2611052369525118	0.9446099912357581	0.6669394436327408
0.18230757760855318	0.6700806382147263	0.939877300613497	0.8191489360726601
0.06879562353723463	0.35939019780039005	0.978965819456617	0.8911620294599017
0.02319029945909559	0.45009823823911665	0.9940403155127081	0.8936170211790432
0.006913655101077584	0.404860943409503	0.9984224364592462	0.8993453354179957
0.003970591117294079	0.40375215146818644	0.9987730061349693	0.9026186578402543
0.0009145315672865988	0.4044746246058174	0.9998247151621384	0.9058919803600655
0.00034483867137481466	0.42160944685106716	1.0	0.9075286415711947
0.00022787215773997327	0.43167044819864625	1.0	0.9050736498520534
0.00023298747396777327	0.44701715901420863	1.0	0.9075286415711947
0.00017251027894910756	0.4387086699887273	1.0	0.9067103109656302
0.00016210418936080649	0.44488041946868706	1.0	0.9083469721767594
0.00012706110512472095	0.4535554704270074	1.0	0.9091653027823241
9.478460399451928e-05	0.4586517442072667	1.0	0.9058919802625128
8.135198367152308e-05	0.46449716079449693	1.0	0.9075286414736422
7.566910033372593e-05	0.4669718981008678	1.0	0.9067103109656302
6.194434773628286e-05	0.4703942408538294	1.0	0.9083469720792068
5.2002605888359965e-05	0.4745641045254059	1.0	0.9058919803600655
5.195659885926157e-05	0.4777973538139643	1.0	0.9067103108680775
4.396877551735375e-05	0.4810363573621221	1.0	0.9058919803600655
4.11965524819398e-05	0.4832774074885342	1.0	0.9067103108680775
3.684821627800672e-05	0.48688975196642686	1.0	0.9067103109656302
3.769575802048138e-05	0.49007454792528415	1.0	0.9067103110631827
3.208102715323295e-05	0.49192211254409207	1.0	0.9067103109656302
2.831763879287462e-05	0.4944435456439391	1.0	0.9067103109656302
2.772545928997623e-05	0.4972663026167608	1.0	0.9067103109656302
2.434188318498515e-05	0.49997530668943463	1.0	0.9067103109656302
2.258603030931626e-05	0.5026199177437982	1.0	0.9058919803600655
2.2348039228913012e-05	0.5047827906115514	1.0	0.9067103109656302
2.0281566898922104e-05	0.5074157278783583	1.0	0.9067103108680775
1.981090927337591e-05	0.5095791432354142	1.0	0.9058919804576181
1.8216947184769087e-05	0.5123060965939514	1.0	0.9067103109656302
1.662040104459821e-05	0.5141270837690163	1.0	0.9058919802625128
1.538242353463103e-05	0.5161732441468283	1.0	0.9058919803600655
1.9281481930987678e-05	0.5234471237844804	1.0	0.9050736496569483
1.3231517741739044e-05	0.5239469936748573	1.0	0.9042553190513836
1.2446075695369712e-05	0.5234329989225697	1.0	0.9050736496569483
1.2731633529299258e-05	0.5251341481229286	1.0	0.9042553191489362
1.1313533370115666e-05	0.5260101005605707	1.0	0.9050736496569483
1.0773882047537679e-05	0.526593362348311	1.0	0.9067103109656302
1.0648986606836071e-05	0.52901408632984	1.0	0.9067103109656302
9.185814129933061e-06	0.5306293491840762	1.0	0.9067103109656302
8.589375655368415e-06	0.5325189827692333	1.0	0.9067103109656302
1.0942892926662677e-05	0.5399104972978148	1.0	0.9050736497545008
9.657216414349687e-06	0.5394222092023653	1.0	0.9058919804576181
7.193737349008554e-06	0.5403907011749312	1.0	0.9058919802625128
